,negative,neutral,positive
accepted,1.9124892893931982,1.4306765580733931,3.321928094887363
accepting,8.003922779651097,1.6609640474436815,0.0
accepts,5.678873587267573,0.0,2.095903274289385
accesible,0.0,0.0,5.0
accessary,0.0,0.0,2.5
accessed,0.0,5.678873587267573,2.095903274289385
accessible,1.8929578624225243,1.8929578624225243,2.5642927228407246
accessing,3.321928094887363,3.321928094887363,0.0
accessorizing,0.0,0.0,2.5
accessory,0.0,4.1145820804822515,2.717562737549928
accidental,3.321928094887363,3.321928094887363,0.0
accidentally,0.0,3.321928094887363,3.321928094887363
accidently,0.0,5.678873587267573,2.095903274289385
acclaimed,3.321928094887363,0.0,3.321928094887363
acco,5.678873587267573,0.0,2.095903274289385
accom,0.0,0.0,2.5
accomadate,0.0,10.0,0.0
accomidate,0.0,10.0,0.0
accommodate,3.5211682165513474,0.7153382790366966,2.8046767821586527
accommodated,5.0,0.0,0.0
accommodates,0.0,0.0,2.5
accommodating,5.678873587267573,0.0,2.095903274289385
accomodate,0.0,0.0,10.0
accomodates,2.5,0.0,0.0
accompanied,3.321928094887363,0.0,3.321928094887363
accompanies,5.0,0.0,0.0
accompany,2.5,0.0,0.0
accompanying,1.8380053935977752,1.1832946624549385,4.1145820804822515
accomplish,2.717562737549928,1.1832946624549385,2.717562737549928
accomplished,2.8836103946155047,1.9124892893931982,1.6609640474436815
accomplishes,2.51294159473206,1.4306765580733931,2.51294159473206
accomplishing,0.0,2.5,0.0
accomplishment,0.0,2.5,0.0
according,4.1145820804822515,0.7563041955164012,2.3858985318574284
accordingly,51.79963537609743,0.5092199809343438,0.6726457824592803
account,1.9535700439406751,1.9535700439406751,2.4097933153777453
accountable,2.5,0.0,0.0
accountant,0.0,0.0,2.5
accounting,0.0,3.321928094887363,3.321928094887363
accounts,3.321928094887363,0.0,3.321928094887363
accoustic,0.0,0.0,7.5
accrue,0.0,0.0,2.5
accruing,2.5,0.0,0.0
acct,2.5,0.0,0.0
acctually,0.0,0.0,2.5
accumulated,3.321928094887363,0.0,3.321928094887363
accumulates,3.321928094887363,0.0,3.321928094887363
accurate,4.212993519393615,1.2474546526209354,1.7247814630066518
accurately,2.095903274289385,0.8502741537276027,4.507575551943847
accuse,5.678873587267573,0.0,2.095903274289385
accused,8.003922779651097,0.0,1.6609640474436815
accustomed,0.0,1.285097208938469,12.62925313651334
acds,0.0,0.0,2.5
ace,0.0,0.0,5.0
acerbic,5.0,0.0,0.0
acetal,0.0,0.0,2.5
ache,5.0,0.0,0.0
acheive,0.0,0.0,2.5
achieve,1.4679087893334213,1.4679087893334213,4.271985235273362
achieved,1.4306765580733931,1.4306765580733931,4.507575551943847
achievement,2.5,0.0,0.0
achieves,5.678873587267573,1.142777130968,1.4306765580733931
achieving,7.5,0.0,0.0
aching,1.4306765580733931,1.4306765580733931,4.507575551943847
achingly,15.0,0.0,0.0
achival,2.5,0.0,0.0
achmed,0.0,0.0,2.5
achronological,5.0,0.0,0.0
achy,0.0,0.0,2.5
acid,0.0,0.0,2.5
acidic,3.321928094887363,3.321928094887363,0.0
ackbarr,0.0,0.0,2.5
acknowledge,3.321928094887363,0.0,3.321928094887363
acknowledges,3.321928094887363,3.321928094887363,0.0
acknowledging,2.5,0.0,0.0
acnewsguy,2.5,0.0,0.0
acoustasonic,0.0,0.0,5.0
acoustic,1.5855268723993672,1.3003768072916322,4.445633372907137
acoustical,0.0,0.0,12.5
acoustically,0.0,0.0,10.0
acoustics,0.0,0.0,2.5
acquainted,5.0,0.0,0.0
acquire,3.321928094887363,3.321928094887363,0.0
acquired,1.9124892893931982,1.0,4.507575551943847
acquires,2.5,0.0,0.0
acrid,2.5,0.0,0.0
acroamatic,0.0,0.0,2.5
across,0.0,0.0,5.0
acsam,0.0,0.0,2.5
act,2.717562737549928,1.1832946624549385,2.717562737549928
actaully,0.0,0.0,2.5
acted,4.027002742344941,1.6998947737393464,1.3315596881234097
acting,6.261707715779571,1.285097208938469,1.1754998776784629
activate,1.4306765580733931,2.51294159473206,2.51294159473206
activated,0.0,5.094382474196232,2.2761793375349226
activating,0.0,0.0,2.5
active,1.5088467494420437,2.8778022135841574,2.095903274289385
actively,3.321928094887363,0.0,3.321928094887363
actor,0.0,0.0,2.5
actorish,2.5,0.0,0.0
actorly,2.5,0.0,0.0
actory,2.5,0.0,0.0
actress,0.0,2.5,0.0
acts,1.530895350152348,2.095903274289385,2.8394367936337863
actual,2.738619360499461,2.152703636607371,1.5459000868376114
actually,1.9671815812205646,1.3982741088861295,3.2943756731088247
actualy,2.5,0.0,0.0
actuate,0.0,0.0,2.5
actuated,0.0,0.0,2.5
actuating,0.0,0.0,2.5
actully,0.0,0.0,2.5
acurate,0.0,2.5,0.0
acurately,0.0,0.0,2.5
acutally,0.0,0.0,2.5
acute,5.678873587267573,0.0,2.095903274289385
acw,0.0,2.5,0.0
ada,2.5,0.0,0.0
adad,0.0,0.0,2.5
adam,8.776290847640777,1.2301433994512887,0.8977117175026231
adamant,2.5,0.0,0.0
adamcsmith,0.0,0.0,2.5
adame,0.0,0.0,2.5
adamlawlz,0.0,0.0,2.5
adamrothwell,0.0,0.0,2.5
adapt,0.0,3.321928094887363,3.321928094887363
adaptable,0.0,0.0,2.5
adapted,5.678873587267573,2.095903274289385,0.0
adapter,0.0,0.0,10.0
adapting,0.0,0.0,2.5
adaptor,0.0,0.0,2.5
adapts,2.5,0.0,0.0
adatper,0.0,0.0,2.5
adcontrarian,0.0,0.0,2.5
add,1.493618459127741,2.1985518314558727,2.766839731362916
addario,0.0,1.2058307616113493,14.360403123650746
added,1.1832946624549385,1.6741625724829363,4.572919022625638
addessi,0.0,2.5,0.0
addict,3.321928094887363,0.0,3.321928094887363
addicted,1.0479516371446924,0.0,19.549378059091087
addicting,0.0,0.0,12.5
addictive,1.285097208938469,0.0,12.62925313651334
addicts,0.0,0.0,2.5
addieking,0.0,0.0,2.5
adding,1.530895350152348,0.7966397701969123,7.075680991593563
additional,1.5055527085652982,2.19330974196567,2.753471489747459
additionally,1.0,1.4306765580733931,6.4556962358128835
addled,0.0,0.0,2.5
address,4.1145820804822515,2.095903274289385,0.9792503710240241
addressed,10.0,0.0,0.0
addresses,1.6609640474436815,3.321928094887363,1.6609640474436815
addressing,5.678873587267573,0.0,2.095903274289385
adds,1.5375988960351894,2.0709354040999806,2.862584423711073
addtional,0.0,0.0,2.5
ade,0.0,0.0,2.5
adelaide,0.0,0.0,2.5
adele,0.0,0.0,2.5
adept,2.095903274289385,0.0,5.678873587267573
adequate,1.0479516371446924,3.662986595046085,2.2267126053229522
adequately,1.5913711273047662,3.6204807592266683,1.5913711273047662
adhere,2.5,0.0,0.0
adhering,2.5,0.0,0.0
adhesive,0.0,0.0,10.0
adjacent,3.321928094887363,3.321928094887363,0.0
adjective,2.5,0.0,0.0
adjoining,0.0,0.0,2.5
adjust,0.7046574223677571,2.2075660684368725,4.650961066920147
adjustable,0.90807437201212,2.0584287728212387,4.421450477063436
adjusted,0.0,1.732392459707567,7.488454205628542
adjusting,1.9634563927295117,1.4947531601505835,3.103476471903321
adjustment,0.0,0.0,12.5
adjustments,0.0,0.0,2.5
adjusts,0.0,1.8380053935977752,6.8433137786230045
admanic,0.0,0.0,2.5
admirable,6.14525046121494,1.3755182252363891,1.1073093649624544
admirably,2.51294159473206,1.4306765580733931,2.51294159473206
admiral,0.0,0.0,12.5
admire,6.4556962358128835,1.0,1.4306765580733931
admired,0.0,5.0,0.0
admiring,3.321928094887363,0.0,3.321928094887363
admit,1.8151868625632441,1.2404178127351828,4.0019613898255475
admitted,7.5,0.0,0.0
admittedly,2.4097933153777453,0.0,4.742632390555292
admitting,2.5,0.0,0.0
adobe,0.0,0.0,2.5
adobo,0.0,2.5,0.0
adolescent,10.318851158516171,1.4306765580733931,0.0
adopt,5.0,0.0,0.0
adopted,3.321928094887363,3.321928094887363,0.0
adopting,1.6609640474436815,8.003922779651097,0.0
adopts,2.5,0.0,0.0
adorable,1.3506893502198491,0.0,11.474446170085354
adorably,5.0,0.0,0.0
adore,0.0,3.321928094887363,3.321928094887363
adored,3.321928094887363,0.0,3.321928094887363
adoredesalon,0.0,0.0,2.5
adoresss,0.0,0.0,2.5
adoring,2.5,0.0,0.0
adorned,0.0,2.5,0.0
adorns,2.5,0.0,0.0
adrenaline,2.5,0.0,0.0
adrenalineluke,0.0,0.0,2.5
adrenalized,2.5,0.0,0.0
adrian,3.321928094887363,1.6609640474436815,1.6609640474436815
adricorn,0.0,0.0,2.5
adrien,2.5,0.0,0.0
adroid,0.0,2.5,0.0
adroit,3.321928094887363,3.321928094887363,0.0
adroitly,0.0,2.095903274289385,5.678873587267573
adtech,0.0,0.0,5.0
adult,0.0,2.5,0.0
adults,2.095903274289385,2.095903274289385,2.095903274289385
advance,0.0,2.095903274289385,5.678873587267573
advanced,4.417031807795269,1.2404178127351828,1.6609640474436815
advances,2.5,0.0,0.0
advancing,2.5,0.0,0.0
advant,0.0,2.5,0.0
advantage,0.0,5.678873587267573,2.095903274289385
adve,0.0,0.0,2.5
adventure,10.318851158516171,1.4306765580733931,0.0
adventurous,12.62925313651334,0.0,1.285097208938469
adverse,10.0,0.0,0.0
advertise,4.899079389427794,1.1073093649624544,1.6609640474436815
advertised,0.8555842122631802,2.334107233242358,3.962937471180473
advertisement,2.5,0.0,0.0
advertises,0.0,10.0,0.0
advertising,3.321928094887363,0.0,3.321928094887363
advertized,0.0,2.5,0.0
advice,0.0,0.0,2.5
advisable,0.0,10.0,0.0
advise,4.899079389427794,2.3475901497877913,0.0
advised,2.978033117136071,0.8977117175026231,2.978033117136071
advises,2.5,0.0,0.0
advising,5.0,0.0,0.0
advisory,2.2363458328106818,5.211440485380426,0.0
adware,0.0,5.0,0.0
adyar,0.0,0.0,2.5
ae,0.0,0.0,2.5
aerial,2.5,0.0,0.0
aesome,0.0,0.0,2.5
aesthetic,12.16741049762854,0.6838083759938891,1.1623338645535959
aesthetically,1.4306765580733931,1.4306765580733931,4.507575551943847
aex,0.0,2.5,0.0
af,0.0,2.5,0.0
afallendevil,0.0,0.0,2.5
afar,0.0,0.0,2.5
affable,8.003922779651097,0.0,1.6609640474436815
affe,0.0,2.5,0.0
affect,3.447864361092018,0.6285099898418801,2.978033117136071
affected,2.6767980774787876,1.754769834800818,1.9535700439406751
affecting,4.03576521428727,1.316364786255445,1.7135711483586733
affectingly,2.5,0.0,0.0
affectionate,5.0,0.0,0.0
affectionately,5.0,0.0,0.0
affects,0.0,0.0,10.0
affirm,2.5,0.0,0.0
affirmational,2.5,0.0,0.0
affirming,24.15885792809679,0.9602525677891276,0.0
affirms,2.5,0.0,0.0
affleck,5.0,0.0,0.0
afflicting,0.0,2.5,0.0
afflicts,2.5,0.0,0.0
affluence,2.5,0.0,0.0
affluent,2.5,0.0,0.0
affor,0.0,2.5,0.0
afford,2.305977577770878,1.6400249533231264,2.41865942623741
affordable,0.768621786840241,1.9796101017878516,5.114571231567464
afforded,0.0,3.321928094887363,3.321928094887363
affords,2.5,0.0,0.0
affronted,0.0,2.5,0.0
afghan,5.0,0.0,0.0
afiqah,0.0,0.0,2.5
aflame,2.5,0.0,0.0
afloat,8.003922779651097,1.6609640474436815,0.0
aforementioned,2.5,0.0,0.0
afraid,4.376763563241703,1.1556666496022783,1.7721967586109773
afresh,0.0,2.5,0.0
africa,3.321928094887363,0.0,3.321928094887363
african,6.4556962358128835,1.0,1.4306765580733931
afte,3.321928094887363,0.0,3.321928094887363
afterall,0.0,0.0,2.5
afterschool,2.5,0.0,0.0
afterthephoto,0.0,0.0,2.5
afterthought,2.5,0.0,0.0
afterward,0.0,2.5,0.0
afthernoo,0.0,0.0,2.5
aftr,2.5,0.0,0.0
aftre,0.0,0.0,2.5
afycso,0.0,0.0,2.5
ag,0.0,0.0,5.0
aga,2.5,0.0,0.0
agai,3.321928094887363,0.0,3.321928094887363
again,2.766839731362916,1.307789963421063,2.465320111859146
agains,2.5,0.0,0.0
agape,2.5,0.0,0.0
aged,3.321928094887363,2.8394367936337863,0.7966397701969123
agen,0.0,0.0,2.5
agent,11.08934760734396,0.8304820237218408,1.1073093649624544
ages,0.0,0.0,2.5
agey,2.5,0.0,0.0
aggiemensgolf,0.0,2.5,0.0
aggrandizing,5.0,0.0,0.0
aggravated,2.5,0.0,0.0
aggravating,3.321928094887363,1.6609640474436815,1.6609640474436815
aggresive,0.0,0.0,2.5
aggressive,1.9796101017878516,0.8304820237218408,4.899079389427794
aggressively,2.3475901497877913,2.3475901497877913,1.6609640474436815
aggrieved,2.5,0.0,0.0
agian,2.5,0.0,0.0
agile,3.321928094887363,0.0,3.321928094887363
agilitymoo,0.0,0.0,2.5
aging,8.003922779651097,0.0,1.6609640474436815
agnostic,2.5,0.0,0.0
ago,4.571399859770158,1.084418754312997,1.7889884840403474
agonizing,3.321928094887363,3.321928094887363,0.0
agood,0.0,2.5,0.0
agre,0.0,0.0,2.5
agree,0.9427755595944493,1.0375727640742047,10.575731438482096
agreeable,0.0,12.62925313651334,1.285097208938469
agreeably,3.321928094887363,3.321928094887363,0.0
agreed,1.1073093649624544,4.899079389427794,1.6609640474436815
agreeing,0.0,0.0,2.5
agrees,0.0,0.0,2.5
agressive,0.0,0.0,2.5
aground,2.5,0.0,0.0
agt,2.095903274289385,0.0,5.678873587267573
aguilar,0.0,0.0,2.5
ah,1.619957991616747,0.0,8.335047777871564
aha,0.0,0.0,10.0
ahahah,0.0,0.0,2.5
ahahaha,0.0,0.0,7.5
ahahahaha,0.0,0.0,2.5
ahahhaha,0.0,0.0,2.5
ahan,0.0,0.0,2.5
ahdchild,0.0,0.0,2.5
ahe,0.0,0.0,2.5
ahead,1.9796101017878516,0.9031710582573919,4.648668359420781
aheil,0.0,0.0,2.5
ahh,0.0,0.0,17.5
ahhh,0.0,0.0,12.5
ahhhh,1.1073093649624544,0.0,17.243773525740824
ahhhhhhh,0.0,0.0,2.5
ahissrich,0.0,0.0,2.5
ahluscu,0.0,0.0,2.5
ahm,0.0,0.0,2.5
ahola,0.0,2.5,0.0
ahold,0.0,2.5,0.0
ai,2.717562737549928,2.2363458328106818,1.4947531601505835
aidan,0.0,0.0,2.5
aided,2.5,0.0,0.0
aiden,0.0,0.0,2.5
aidenchan,0.0,0.0,2.5
aif,0.0,2.5,0.0
aigburtharmsdo,0.0,0.0,2.5
aikabelle,0.0,0.0,2.5
aiki,0.0,0.0,2.5
aikido,0.0,0.0,2.5
ailing,0.0,5.0,0.0
aim,5.678873587267573,0.0,2.095903274289385
aimed,5.678873587267573,0.9266284080291269,1.6609640474436815
aiming,3.321928094887363,0.0,3.321928094887363
aimless,5.0,0.0,0.0
aimlessly,7.5,0.0,0.0
aims,14.937236057436325,0.0,1.1832946624549385
ain,0.8502741537276027,2.095903274289385,4.507575551943847
aint,0.0,0.0,7.5
air,5.678873587267573,0.0,2.095903274289385
airborn,0.0,10.0,0.0
airborne,2.095903274289385,2.095903274289385,2.095903274289385
airbourne,0.0,0.0,2.5
airbus,2.5,0.0,0.0
aircraft,2.5,0.0,0.0
aircrft,2.5,0.0,0.0
aired,0.0,0.0,5.0
aires,2.5,0.0,0.0
airfare,2.5,0.0,0.0
airhead,3.321928094887363,0.0,3.321928094887363
airing,5.678873587267573,0.0,2.095903274289385
airl,2.5,0.0,0.0
airless,2.5,0.0,0.0
airlin,5.0,0.0,0.0
airlinegave,2.5,0.0,0.0
airlines,7.5,0.0,0.0
airnchoo,0.0,0.0,2.5
airplane,2.5,0.0,0.0
airport,7.0093046768582425,0.9116518111250529,1.4306765580733931
airrun,0.0,0.0,2.5
airs,3.321928094887363,3.321928094887363,0.0
airstairs,2.5,0.0,0.0
airtight,0.0,0.0,2.5
airtime,0.0,0.0,2.5
airw,5.0,0.0,0.0
airwa,0.0,2.5,0.0
airways,2.6542750272617597,3.321928094887363,0.9116518111250529
airy,1.6609640474436815,0.0,8.003922779651097
aisle,5.0,0.0,0.0
ajq,0.0,0.0,2.5
ak,0.0,0.0,2.5
aka,3.321928094887363,0.0,3.321928094887363
akajipster,0.0,0.0,2.5
akali,0.0,0.0,2.5
akg,0.0,0.0,7.5
akgcandlefish,0.0,0.0,2.5
akin,2.717562737549928,1.1832946624549385,2.717562737549928
akira,0.0,0.0,2.5
akshatk,0.0,0.0,2.5
aktually,0.0,0.0,2.5
al,1.6609640474436815,0.8304820237218408,6.14525046121494
alabama,3.321928094887363,0.0,3.321928094887363
alain,2.5,0.0,0.0
alameda,0.0,0.0,2.5
alamo,2.5,0.0,0.0
alan,2.095903274289385,0.0,5.678873587267573
alancarr,0.0,0.0,2.5
alancostello,0.0,0.0,2.5
alarmed,0.0,2.5,0.0
alarming,2.095903274289385,2.095903274289385,2.095903274289385
alarmingly,0.0,0.0,2.5
alas,2.51294159473206,2.51294159473206,1.4306765580733931
alaska,0.0,5.678873587267573,2.095903274289385
alb,2.5,0.0,0.0
albany,3.321928094887363,0.0,3.321928094887363
albert,0.0,10.0,0.0
album,1.285097208938469,0.0,12.62925313651334
albums,0.0,0.0,2.5
albuquerque,0.0,5.0,0.0
alcatraz,2.5,0.0,0.0
alchemical,2.5,0.0,0.0
alchohol,0.0,0.0,2.5
alcoholic,0.0,2.5,0.0
aldrich,2.5,0.0,0.0
aled,0.0,0.0,2.5
alefragisp,0.0,0.0,2.5
alert,6.8433137786230045,0.0,1.8380053935977752
alerted,5.0,0.0,0.0
alesa,0.0,0.0,2.5
alex,0.0,2.717562737549928,4.1145820804822515
alexa,0.0,84.03909858759987,0.637673065048409
alexandramusic,0.0,0.0,7.5
alexandre,5.0,0.0,0.0
alexcraven,0.0,0.0,2.5
alexiaaa,0.0,0.0,2.5
alexjreid,0.0,0.0,2.5
alexpuig,0.0,0.0,2.5
alfamilyoffour,2.5,0.0,0.0
alfie,0.0,0.0,2.5
alfonso,2.5,0.0,0.0
alfred,8.003922779651097,1.6609640474436815,0.0
algorithmic,0.0,0.0,2.5
ali,3.321928094887363,0.0,3.321928094887363
alias,0.0,2.5,0.0
alicam,0.0,0.0,2.5
alicia,0.0,0.0,5.0
alien,2.51294159473206,0.0,4.507575551943847
alienate,1.6609640474436815,0.0,8.003922779651097
alienated,3.321928094887363,3.321928094887363,0.0
alienating,5.678873587267573,2.095903274289385,0.0
aliens,2.5,0.0,0.0
alight,0.0,2.5,0.0
align,52.5,0.0,0.0
aligned,5.678873587267573,0.0,2.095903274289385
alignment,0.0,0.0,7.5
alike,3.321928094887363,0.0,3.321928094887363
alirght,0.0,0.0,2.5
alist,2.5,0.0,0.0
alittle,0.0,5.678873587267573,2.095903274289385
alive,4.558717320956961,1.3849738210302098,1.4614610937228045
alix,0.0,0.0,2.5
alkaline,0.0,0.0,2.5
all,1.7721967586109773,0.0,7.230516925979993
alleged,2.095903274289385,5.678873587267573,0.0
allegedly,5.678873587267573,2.095903274289385,0.0
allegorical,0.0,2.5,0.0
allegro,0.0,0.0,2.5
allen,7.075680991593563,1.285097208938469,1.0479516371446924
allergic,5.0,0.0,0.0
alleviate,5.678873587267573,0.0,2.095903274289385
alley,0.0,0.0,2.5
allied,2.5,0.0,0.0
allison,2.5,0.0,0.0
allll,2.5,0.0,0.0
alllllll,0.0,0.0,2.5
allmost,0.0,0.0,2.5
allodi,0.0,0.0,2.5
alloted,0.0,0.0,2.5
allow,2.240334626130505,1.3981962087579631,2.8799320232742898
allowable,2.5,0.0,0.0
allowed,2.936525213749048,2.313160742623644,1.316364786255445
allowing,2.095903274289385,1.2374484463146034,3.430712062440165
allows,1.8296833290856414,1.2040369144577459,4.0731095829115755
alloy,0.0,0.0,5.0
allready,2.5,0.0,0.0
allright,0.0,2.5,0.0
allthe,0.0,2.5,0.0
alluring,7.5,0.0,0.0
allways,0.0,0.0,2.5
ally,2.5,0.0,0.0
allying,0.0,2.5,0.0
alm,0.0,0.0,2.5
almo,2.5,0.0,0.0
almod,0.0,2.5,0.0
almodovar,2.5,0.0,0.0
almonds,0.0,0.0,2.5
almost,2.3219965918149787,1.5104418635829517,2.591670568880318
alnico,0.0,0.0,2.5
alo,0.0,0.0,2.5
aloft,3.321928094887363,0.0,3.321928094887363
alone,2.3249072152756316,1.516388835477145,2.579175241129086
along,1.8088351765837412,2.020814299663648,2.51294159473206
alongside,0.0,2.095903274289385,5.678873587267573
alot,1.285097208938469,0.0,12.62925313651334
alota,0.0,0.0,2.5
alpha,0.0,0.0,2.5
alrdy,0.0,0.0,2.5
alrea,0.0,0.0,2.5
alread,2.5,0.0,0.0
already,2.4722268849992677,1.4947531601505835,2.456756128663672
alright,1.20118834133475,2.39500556230144,3.054750901711627
also,1.8214392705587321,1.6036500838278809,3.133673815109528
alson,2.5,0.0,0.0
alt,5.0,0.0,0.0
alter,1.4306765580733931,10.318851158516171,0.0
altered,2.095903274289385,0.0,5.678873587267573
altering,1.285097208938469,5.678873587267573,1.285097208938469
altern,2.5,0.0,0.0
alternate,6.14525046121494,0.0,1.9796101017878516
alternately,17.243773525740824,1.1073093649624544,0.0
alternating,5.0,0.0,0.0
alternative,1.6044944060210176,1.6044944060210176,3.5609161165707097
alternatively,0.0,0.0,7.5
alters,0.0,0.0,2.5
althought,0.0,2.5,0.0
altitude,0.0,2.5,0.0
altman,5.0,0.0,0.0
alto,0.0,0.0,10.0
altogether,3.6204807592266683,0.0,3.054750901711627
altonbrownlive,0.0,0.0,2.5
alun,0.0,0.0,2.5
alvarez,0.0,0.0,5.0
alvin,0.0,0.0,2.5
alwa,5.0,0.0,0.0
always,1.5541158449458503,1.2317438518811372,4.79258330888807
alwaysdelayed,2.5,0.0,0.0
alwaysdelayedo,2.5,0.0,0.0
alwayshappensthere,2.5,0.0,0.0
alweer,0.0,0.0,2.5
alwys,0.0,0.0,2.5
alyssaavant,0.0,0.0,2.5
alyssabernal,0.0,0.0,2.5
alzheimer,0.0,2.5,0.0
am,2.0301101764290044,1.3804825383284904,3.2250234030839997
ama,0.0,0.0,2.5
amaaazing,0.0,0.0,2.5
amalakar,0.0,0.0,2.5
amalgamating,0.0,2.5,0.0
amandadiva,0.0,0.0,2.5
amarillo,2.5,0.0,0.0
amason,0.0,2.5,0.0
amassed,2.5,0.0,0.0
amateur,1.530895350152348,1.0479516371446924,5.678873587267573
amateurish,33.37424640210159,0.0,0.8502741537276027
amateurishly,3.321928094887363,1.6609640474436815,1.6609640474436815
amaz,0.0,0.0,2.5
amaze,3.321928094887363,1.6609640474436815,1.6609640474436815
amazed,1.3098812310156134,1.3098812310156134,5.445306345465875
amazes,0.0,0.0,2.5
amaziiiing,0.0,0.0,2.5
amaziiing,0.0,0.0,2.5
amaziing,0.0,0.0,2.5
amazin,0.0,0.0,5.0
amazing,1.1180271432173978,1.1037350460068545,7.942092549481444
amazingg,0.0,0.0,2.5
amazingly,1.9634563927295117,1.388581658628238,3.321928094887363
amazingphoebe,0.0,0.0,2.5
amazon,1.1209573480033241,6.477858286162054,1.3035160704785338
amazonhas,0.0,0.0,2.5
amazons,0.0,2.5,0.0
amazontc,0.0,10.0,0.0
amazonthe,0.0,0.0,2.5
amber,0.0,0.0,7.5
amberausten,0.0,0.0,2.5
amberlily,0.0,0.0,2.5
amberlovely,0.0,0.0,5.0
ambi,0.0,0.0,2.5
ambiguous,12.62925313651334,1.285097208938469,0.0
ambitious,10.318851158516171,1.285097208938469,0.6769924925288455
ambitiously,2.5,0.0,0.0
ambivalent,2.5,0.0,0.0
amble,2.5,0.0,0.0
ambling,0.0,0.0,2.5
ambrose,3.321928094887363,3.321928094887363,0.0
amc,0.0,2.5,0.0
ame,0.0,0.0,7.5
ameir,0.0,0.0,2.5
amend,2.5,0.0,0.0
amer,2.5,0.0,0.0
americ,3.321928094887363,3.321928094887363,0.0
